REVIEW_KEY,REVIEW_TEXT,AVERAGE_RATING,RATING_BAND,SEAT_TYPE,TYPE_OF_TRAVELLER,NATIONALITY,DOMINANT_TOPIC,TOPIC_LABEL,TOPIC_CONFIDENCE,SENTIMENT_SCORE,SENTIMENT_LABEL,ABSA_Seat_Comfort_score,ABSA_Cabin_Staff_score,ABSA_Food_score,ABSA_WiFi_score,ABSA_Entertainment_score,ABSA_Ground_Service_score,ABSA_Delays_score,ABSA_Value_score
e0ac3767e8f5684de004426a51a31e04,"Flew roundtrip ""Delta One"" from NYC to Tel Aviv Israel and back. Food was disgusting and rudely served. For tickets that are sold for between $9,000 to $12,000 roundtrip it was ridiculous. We wanted to complain to the Purser but she and most of the cabin crew were sleeping at the back of the almost empty economy class. The consensus among the passengers was never never fly Delta One. It is economy with flat beds and not worth the money. The inflight entertainment was broken for most of the trip and the cabin crew admitted they knew it was broken and was broken on the previous flight.",1.43,bad,Business Class,Couple Leisure,United States,3,Flight Delays & Scheduling,0.6578266193989996,-0.9494,Negative,,0.0,,,-0.238,,,0.226
e368eca6938d1f310706e623108a4c61,"I will avoid flying Delta in the future at all costs. I was on hold- the first time for 4.5 hours and I finally had to hang up. The second time for 2.5 hours. At the airport, there was a very long line for international and domestic travel, and Delta had one person behind the counter for international travel. We waited in line for two plus hours. Hard to believe SW does it so well and Delta so bad. You need a new management team. I would be embarrassed to work here.",1.25,bad,Economy Class,Business,United States,5,WiFi & Entertainment,0.4151891431517232,-0.7814,Negative,,,,,,,0.0,
e51235d94842bc4070c09da2478e6e36,"Horrible customer service, I have called 4 different people and I have been on the phone 3 hours and every single person had a different story about our seats. Paid for preferred seating and got a confirmation this morning of our seats together and called again after that for a different issue and was told ""someone else has your seats and I don't know what to tell you. I can't confirm you can all be on the plane tomorrow"" beyond frustrated and was told no managers or higher up can be transferred to.",1.0,bad,Economy Class,Family Leisure,United States,0,Luggage & Baggage,0.6950416650380283,-0.8442,Negative,0.0,,,,,,,
ebe277cb47d79d33c00bd2fd8ac95434,I will never fly with Delta again. A few months back I lost my car and house keys in TSA. I called back to verify that I left them in TSA and was told they had them. After my trip I went home and they couldn’t find my keys. I had to pay $300 for a new key for them to call me back the next day and tell me they had them which I already knew. Now this month I book a flight with them and they kept delaying it. I ended up booking with a new airline because I had already missed a day a work due to there delays and didn’t get a chance to cancel the flight due to the person at the desk telling me I needed to call customer service. 10 days have passed and I’ve called customer service and now my ticket isn’t available to be an e ticket or voucher. So I am completely done with Delta.,3.71,medium,Economy Class,Solo Leisure,United States,0,Luggage & Baggage,0.5972147013328744,-0.5994,Negative,,,,,,,0.0,
ed824eee10d618be8470ed9e4f154d8a,"There were some issues with our flights due to the weather in South Bend and we had to spend the night in South Bend due to missing some connecting flights. Brian and Caleb in South Bend were awesome. They were so calm, accommodating and friendly throughout the entire process. They were also extremely dedicated and hardworking. The flights were very delayed on Saturday night so I know they worked very late but returned the next morning with smiles on their faces. They were the last people we saw before we left to go to the hotel and the first ones we saw the next morning. Our new seat assignments allowed me and my 2 kids to sit together. Honestly, the best travel experience even with a need to spend the night in a hotel and a delayed return home. A big thanks to the Delta South Bend Airport staff, especially Caleb and Brian. Great job..",5.0,good,Economy Class,Family Leisure,United States,2,Customer Service & Staff,0.46252665359759787,0.9829,Positive,,0.0,,,,,0.0,
ee08ca25b66ab51f680d4eeaba1971c2,Delta has consistently changed flight schedules last minute and delayed flights more than any other airline. It has come to the point where I give myself a 12-hour schedule flexibility in order to accommodate Delta’s reputation with shifting schedules. The worst part about it is that they do it on purpose because they way overbook and do other low quality tactics to save their business money while putting passenger satisfaction last. Did I mention that their WiFi NEVER works? I don’t even try anymore. It has worked literally 0% of the time with a sample size of about 8 flights I remember. Try your hardest to fly anyone else.,3.0,medium,Economy Class,Couple Leisure,United States,2,Customer Service & Staff,0.586151002231497,0.1027,Positive,,,,0.0,,,0.0,0.494
f012184abeca54e70f94354ab03cfd41,"I was excited flying premium plus economy. On the Delta site it says meals are served the same as in first class, alcohol is complimentary. The plane was outdated, I was freezing sitting in the first row, my TV’s touch screen buttons weren’t working. Only soda, tea and coffee served, alcohol only for purchase. I was freezing and asked a flight attendant if they have blankets, they didn’t have any. Since the screen wasn’t working, I wanted to use my iPad with gogoinflight but screen was saying entertainment temporarily unavailable. I can give only one star to this airline. Most of the time I am flying by Alaska and I think I will not fly by Delta for a long time after this experience.",1.29,bad,Premium Economy,Solo Leisure,United States,6,Check-in & Boarding,0.6192354808764685,0.714,Positive,,0.0,0.0,,0.0,,,
f03bf375d28902039c8575bc8a84edaf,"Terrible at being on time. At first told us there was a delay due to having to get ice sprayed off and that we were about to push back, 20 minutes later and still no push back they decide to finally inform us that they have messed up the bags as well and that they are now having to manually count them for the plane ... this is causing the plane to leave almost an hour late and the flight attendants aren't even offering first class a drink or snack or anything to pass the time where we usually would have drinks and snacks and be in the air by now. Terrible airline and I'll never use it again.",1.0,bad,First Class,Business,United States,3,Flight Delays & Scheduling,0.4114029561018522,-0.8807,Negative,,0.0,0.0,,,,-0.052,
f049a44b933e925bac1d9b1429209b2a,"Right before take off the stewardess and stewards were going up-and-down the aisles making sure we were ready to take off. My mask had slipped too slightly below my nose as I was putting my bag below the seat in front of me. A steward asked me to raise my mask, which I did. As he stepped past my row he snickered and sarcastically said ""nice attitude"". When I questioned what he said he turned back to me and proceeded to belittle and talk down to me. He embarrassed me in front of the other passengers! I told him I did a I was told with no attitude yet he continued his rant. This behavior is unacceptable. I will never fly this airline again!",2.57,medium,Economy Class,Couple Leisure,United States,2,Customer Service & Staff,0.7097071850670471,-0.8168,Negative,,0.0,,,,,,
f19b73528875bc3bdbe83529f248ad00,"I purchased tickets through Alitalia for the Alitalia/Delta partnership with economy ticket seats for travel between Boston and New York JFK and premium ticket seats for the transatlantic flights between New York and Rome Italy. The transatlantic flights were to be on Alitalia, however on September 1 with a hurricane approaching the northeast coast forced a closure of JFK NY airport. As a result Delta offered an alternative flight from Boston to Amsterdam and then to my final destination, Rome. This avoided New York and the hurricane altogether. I thought my departure and arrival problems were resolved until: 1) Although I paid for a premium transatlantic seat, I was given an economy seat. I specifically asked the attendant at the boarding gate to confirm that I had a premium seat. He said I did which was not true and I discovered this after I boarded the plane. Therefore, I can only conclude that the individual at the desk either outright lied or was completely incompetent. Either way he did not care one bit about the customer. 2) Delta delayed my luggage. I arrived in Rome on Thursday. I did not receive my luggage until the following Monday. 3) I tried to get a partial reimbursement from Delta for the cost difference between the economy seat and the premium seat. They have told me that although they were the ones who made the mistake, they could not provide a partial refund and that I would need to go through Alitalia. To date Delta has not provided any assistance in obtaining my partial refund. In fact they have only wasted my time with numerous phone calls with very lengthy waiting time on the phone. Lastly, it took them more then a week to get back to me and tell me that Delta could not help and that I must go through Alitalia. The representative on the phone chose to argue with me rather than help. I was neither rude nor aggressive on the phone since I know that would not have helped. I am still waiting to hear back from Delta or Alitalia. No refund yet. At present I will choose not to fly Delta and that will hold true for Alitalia since they are going out of business in the near future. To be continued.",1.33,bad,Economy Class,Solo Leisure,United States,0,Luggage & Baggage,0.40630771750277284,-0.9698,Negative,,,,,,,,
f1ecdb726a73de919e983e7476773464,"I’ve flown three different airlines this month and Delta is by far the most difficult and unimpressive to fly with. The staff I have encountered is generally rude and arrogant. The customer and their needs are never a priority. I watched as one gate attendant got in a screaming match with a passenger who didn’t check her bag at gate and refused to believe the passenger when she said she didn’t hear her ask her to check it (despite the employee wearing a mask which makes it difficult for anyone to communicate). It then turned out there was plenty of bin space and no bags needed to be checked. They are rude and in your face monitoring mask compliance. Understandably it’s a difficult situation, but other airlines still manage to treat passengers with respect when asking for compliance.",1.71,bad,Premium Economy,Business,United States,0,Luggage & Baggage,0.5868475384487624,-0.5615,Negative,,0.0,,,,,,
f242a3a0e68d6b116e6cb63c6264608e,"Delta caused chaos at Cancun airport yesterday July 17, 2021. There were thousands of people in line. People were missing their flights and Delta representatives didn't care. The lines were from one end of the airport to the other. Delta lines were blocking all the other airlines. It was a horrific experience waiting in line for over 2 hours & hardly moving and knowing you will never get though the line and make it through security. Instead of 3 hours early with Delta plan on 8 hours. All the other airlines had no lines. Their customers were in and out. Shame on Delta Air Lines.",1.0,bad,Economy Class,Couple Leisure,United States,0,Luggage & Baggage,0.40856017776812714,-0.9547,Negative,,,,,,,,
f27aec25d4da22f34692b36932586c2f,"Terminal 4 was pretty dead in the morning, check in was easy but the agent did not say hi and ignored my question asking how are you so that wasn’t the best first impression considering I paid more to fly Delta One. The priority lane to go through security was closed but due to the fact that the airport wasn’t dead I went through in 15 minutes towards the Sky Club. Where I was actually welcomed. Boarding was very prompt and service onboard was impeccable which made up for the guy at check in being careless. Seats were comfy for the 5.5 hour flight. Due to restrictions sandwiches were served as a meal but nonetheless very tasty and about every half hour cabin crew came by to refill drinks and whatever else was needed, about an hour before landing snacks were handed out. What made this flight memorable was the attention given by crew members.",4.14,good,Business Class,Solo Leisure,United States,3,Flight Delays & Scheduling,0.6999447017720409,0.3818,Positive,,,,,,,,
fba66d5578de8f7cb4eebd1b21783600,I was charged 4 times for a first class upgrade. They removed over $1400 dollars from my account and said there is nothing they can do. Waited for 3 hours to be told this Delta has extremely poor customer service! Will not recommend or use again.,1.0,bad,Premium Economy,Family Leisure,United States,3,Flight Delays & Scheduling,0.5697737576376128,-0.7646,Negative,,,,,,,0.0,
fc2337bfea77ebbde18783647fe25f07,"Worst airline experience ever! I’ve flown many different airlines before, but I’ve never had so many problems like I have with Delta. This was my first and LAST time flying Delta. I had originally booked a roundtrip, direct flight from ONT to ATL months in advance. Then, a few weeks before, the scheduled flight Delta kept changing my return home flight time (3 times). Eventually they had changed it from a departure time of 5pm to 8am, which is a huge difference in time change. Not only did they change the time, but they changed the return airport from ONT to LAX! I was not ok with either of these drastic changes to the flight I originally booked. I called a Delta representative and told him what had happened. He told me he could make the changes and reschedule me to a direct 4:30pm flight. I assumed things were fixed. It wasn’t until the day before my return flight, when I was supposed to check in, did I realize that he still had my flight booked for the wrong airport (LAX). I then had to spent over 3 hrs on hold waiting to speak to a Delta customer service representative, and over a half hour talking to someone to get my flight fixed. She told me all the direct flights to ONT were sold out, and I would have to take a connecting flight which would be later in the evening arriving to ONT at 11:30pm. I asked if I could wait for standby on a direct flight at 5:50pm. She said she would put me on the list for standby. I was waiting early for standby at the airport until all passengers had finished boarding, as I was directed by the gate Delta attendant. They even said there was one seat that I could take, but when they tried adding me to the seat, they said there was a problem. The system couldn’t give me a direct flight because I only paid for a connecting flight. When I showed them that I did pay for a direct flight they said the representative who booked me this morning did it wrong then. And there was nothing they could do for me. No one tried to compensate me for all of the problems Delta caused with my flight. I feel very unappreciated as a customer. I plan to use other airlines that value their customers time and money from now on.",2.14,medium,Economy Class,Solo Leisure,United States,5,WiFi & Entertainment,0.5374498649824407,-0.9736,Negative,,,,,,,,
fd10a3a4b323e546df5ecfc3d5aa708f,"Miami-Minneapolis-Pasco: Miami to Minneapolis flight was delayed > 1 hr due to weather. My layover was only 1 hr 15 min, and I was hurrying to the gate C10 of MSP, but I saw a back of a gate worker leaving to close it and while I was approaching she never double checked. I never heard my name being announced while walking to the gate, I hurried but timing was very bad. She closed the gate and I missed the flight. She misled me that I’d take another one same evening, but I ended up staying in a hotel overnight. I don’t know if I get back the next day. Delta airlines is not great, I will try avoiding it in future. I regret I have a membership with DeltaSky, they still treat you like a luggage. They knew the flight got delayed due to storm and never waited just a couple of minutes. Terrible experience!",3.0,medium,Economy Class,Solo Leisure,United States,5,WiFi & Entertainment,0.7033107794424601,-0.9669,Negative,,,,,,0.0,-0.226,
fd6e4af9ce77d5181c54670ee21b72e0,Delta took $385 out of my bank account without my consent. When I tried to solve this with the company the staff were rude and refused my refund! The customer care advisor was not helpful at all. She did not listen to my story where Delta has committed fraud on my card by swiping it without my permission. Delta staff are writing notes and making up baggage fees that I did not incur. I would advise you not to travel with Delta.,1.0,bad,Economy Class,Solo Leisure,United States,0,Luggage & Baggage,0.7885503830338021,-0.7343,Negative,,0.0,,,,,,
fdf66e26763502dc8f8d528a2374740e,"Having global entry and valid documents, Delta does not allow me to do online check in and gives me hard time for security checks. I will not fly with Delta anymore and recommend my colleagues and friends to avoid flying with delta. Delta executes security level higher than home land security.",2.0,medium,Economy Class,Business,United States,0,Luggage & Baggage,0.6063292458087826,0.8193,Positive,,,,,,,,
0aba5113e1a8ae006902bdf2abfaa245,"Thank you Delta airlines for delaying my flight. I do understand that there are “complications” when it comes to airlines, but where is the maintenance for you aircraft? If my flight is missed, I can kiss my livelihood good bye for missing this merger meeting. There was another customer on this flight with me and he has been here since 0900 this morning because of issues with your system and extraordinary delays. I would imagine even after receiving bailout money from the government, service would still be top priority. The best that the hard working people at gate A12 could offer was hotel accommodations for the night. I wanted to buy a one way to another airline and have delta reimburse me, but no I couldn’t do that. I sincerely hope you have a QA/QM team to analyze these issues and I really do hope you can address them.",1.0,bad,Economy Class,Business,United States,5,WiFi & Entertainment,0.5248371820055439,0.9725,Positive,,,,,,,0.0,0.0
15d54c33506a339e7ba8337fe4cef1ca,"Tampa to Baltimore via Atlanta. My experience flying from Atlanta to Baltimore on a Delta flight was horrible! I paid extra for the comfort plus and all I got was one cup of lukewarm water! It wasn't even cold water! I realize I wasn't sitting in 1st class, a but it was really difficult to sit there drinking my lukewarm water while the flight attendant in 1st class was busily serving them constantly! I also realize it was a rough flight, but they could have done something for us other than this terrible water! At the end of the trip, they had the nerve to ask us to take our own trash out. I left my one little plastic cup. I left it behind with the trash that was left by the previous passenger that was in my seat. They didn't even bother to clean up after their passengers before they boarded us! Clearly that person was not served only one little cup of lukewarm water. They were obviously served the snacks and wine, which is what I thought I was going to get as a passenger in Comfort Plus. I, on the other hand, never even saw our flight attendant again after she handed me that cup of lukewarm water. I will never fly Delta again!",1.86,bad,Economy Class,Couple Leisure,United States,3,Flight Delays & Scheduling,0.5435447741616072,0.8498,Positive,,0.0,0.0,,,,,
16875daa0dc19bfce5ea494ba7370936,"Los Angeles to New York JFK. The plane is old. The seats  are old, but each has an individual exit to the aisle. The service is good, the food is decent. Stewards are polite and pleasant.",3.43,medium,First Class,Solo Leisure,Russian Federation,6,Check-in & Boarding,0.9583138229394347,0.8519,Positive,,,,,,,,
17c19ee759ced7f623943d554dd58eeb,"The plan: fly from DFW to Cleveland via Atlanta the night before a continuing medical education course. A mechanical issue, that by the pilot’s announcement DID NOT effect the safety of the plan we were late taking off. We had 10 minutes to get to our connecting flight. We ran those 3 gates got to the gate 4 minutes before departure. Oh wait the connecting flight took off 10 minutes early. No possible way to get to my class on time the next day. Stuck in Atlanta over night just to fly home the next morning. Total lost funds due to deltas negligence: $80 hotel, $80 for car rental, $1800 CME course (all 3 canceled with less than 24 hours notice resulting in no refund). $900 for airline tickets for myself and patient. The course I was going to was a live patient training and I had to bring my own patient. Oh and that patient had taken the day off so lost income as well. This is why I will never fly Delta again.",1.14,bad,Economy Class,Business,United States,5,WiFi & Entertainment,0.7417235140640295,-0.8811,Negative,,,,,,0.0,0.0,
1b8d150d1c85d6cf561651694fc9eab7,I walked into the Gainesville Airport at 5:30am for the first time ever. As I walk in I make eye contact with three people. One then turns around and walks into a door. I speak to the other two who are TSA and ask them where I get my boarding pass and they said that lady just walked away was the only one here with Delta and you will have to rebook now. Might I add that check-in is 30 minutes early and I made the initial eye contact at 32 minutes before flight. TSA wasn’t allow to go back and get her nor knock on the door. Might I add unlike large airports I was the only person in the entire airport and no flights where going out until noon so she knew I was there for her flight. I will never fly Delta again! I am now stuck in the airport for the next 7 hours.,1.0,bad,Economy Class,Business,United States,0,Luggage & Baggage,0.5678241750846195,-0.3802,Negative,,,,,,,,
1c104080d445be80e65c8f7ece7df759,"I don't know how to thank all that helped me. I'll start with Capt Rice, 1st Officer Riz and Stewardess Barbara and Eugenia the Wheelchair Assistant. All was so pleasant, caring and simply wonderful service and flight. Thank you, and Liz at Customer Care for her time and understanding Sylvie",5.0,good,First Class,Solo Leisure,United States,3,Flight Delays & Scheduling,0.7877269491927386,0.9619,Positive,,,,,,,,
1c7cd305214f7dda534ca33c3fd06e33,"Gate Crew was very informative and clear as far as instructions both in English and Spanish. Again upon boarding no issues same fresh feeling like the plane was brand new. Flight attendants were very calm and professional in reminding everybody the importance of face masks at all times and with this flight no issues with any passengers as far as complying with the rules. I loved the way Delta blocks the middle seat not for my convenience but for an extra layer of safety. Kudos Delta but please do something with your luggage fees, I'm loving the way you take safety in another level but the luggage fees hurts.",3.8,medium,Economy Class,Solo Leisure,United States,3,Flight Delays & Scheduling,0.7495258061354716,0.9717,Positive,-0.113,,,,,,,
1d352a43feba9a634f4f0bab83bb4d11,"New York to Dallas Ft Worth. When it comes to choosing an airline, I am sure many would agree with me that the biggest factor in this decision is trust. Trusting the airline to get you to your destination safely. Trusting them to take care of your luggage. Trusting them to provide you with accurate information with anything regarding your travels. I have trusted Delta Airlines for a very long time. I am even a Delta SkyMiles member, as I had planned on being a customer of theirs for a very long time. But I am afraid to say that that trust has reached its demise after today. Today, I flew to Dallas for a business trip that included a golf outing. I was particularly excited about this golf outing, as I had just bought a brand new $300 club that I was very eager to try. However, the club did not come in the mail before I had to ship the rest of my clubs out via a 3rd party service. I immediately called Delta to see if bringing a single golf club onto the plane was possible. I was very doubtful that this would be allowed, but I thought it would be worth making a phone call just to make sure. When I called Delta’s baggage support line, the man who answered the phone told me in complete confidence that it would not be an issue. I even made sure to ask if I would have any trouble getting it through security. He assured me that it would be fine and that I could store the club in the planes closet or just hold it with me in my seat. This information made me very happy and reinforced the high quality of service and excellence that I believed Delta Airlines provided to all their passengers. When I arrived at the airport, I went to check in a bag. While I was at the counter, 3 women were standing there as one of them was checking in my bag. Not one of them noticed the golf club I was carrying and recommended that I checked it in. But why would they? They were probably just as clueless of the rules and regulations as the man I spoke with on the phone. I got to the front of security with 30 minutes until my flight was supposed to leave when one of the officers told me that I was not allowed to bring my club through. I assured him that I spoke with Delta and they said it was ok. It turns out that all sporting equipment must be checked in, no matter how small it may be. I sprinted back to the check in desk to try and check the club in, but it was too late to do so. I even tried to go store it, but the crew was switching shifts and would not be open for another 15 minutes. I did not have 15 minutes. Long story short, I was forced to throw away a brand new $300 golf club because of the false information that I was provided by Deltas clueless support team and the lack of awareness of their check-in team.  It is safe to say that I will never be flying Delta again and I hope that my story will show others that Delta cannot be trusted.",1.57,bad,Economy Class,Business,United States,0,Luggage & Baggage,0.4229281063758368,0.996,Positive,,,,,,,,
2211d6fe389175556fa26937a2de627d,New York to Boston. This is a small plane and not a big seat. The leg distance is small. Normal for a short flight. The advantage is that there is direct access to the aisle. From food only snacks. Staff are very nice.,2.57,medium,First Class,Solo Leisure,Russian Federation,6,Check-in & Boarding,0.7833071752855573,0.624,Positive,0.0,,0.0,,,,,
265748370204a52a09909d03852158b1,"Using Covid as an excuse for poor food and drink availability is ridiculous. Flew to Seattle on Hawaiian and received a hot meal and cocktails. For a premium price Delta offered water, cheap wine, or beer only. No alcohol, no ice, no soda or juice. Food was an embarrassing box/bag with cheap snacks. All this on a 6 hour flight. Inexcusable. Flight attendants were constantly offering so cabin presence would’ve been the same. Sorry cost cutting will not help a return to flying especially if other carriers offer more.",3.86,medium,First Class,Business,United States,3,Flight Delays & Scheduling,0.6080113014211619,-0.8549,Negative,,0.0,0.0,,,,,
2b5617e529337bfdc9de7af9769c77ef,The customer service rep I spoke to was incredibly rude and condescending. If she was my employee she would be terminated instantly. She spoke down to me when I didn't understand her policy on cancellation versus the one on the website. She then put me on hold twice without notice in the middle of me speaking. The Delta website is utter trash. The chat support wasn't working. Can't leave a complaint via your complaint submission page on this site. Just errors out both times I tried to submit one. Can't even leave a message via the Facebook Message option they mention here. It just redirects you to their support page on their site which is also broken. All you can do is call. Get with the times already. I have been loyal to Delta but it is very one-sided. I will be switching my loyalty elsewhere.,1.0,bad,Premium Economy,Family Leisure,United States,0,Luggage & Baggage,0.43618837450296777,0.6669,Positive,,0.0,,,,,,
2b78eff1fda3e4e820c2267ff19cc170,"La Guardia to Fargo via Minneapolis. Delta has been making a concerted effort to improve the flying experience and my last four flights testifies to that. On this journey, the plane had quite a few unoccupied seats - I had the entire row to myself! What a pleasant difference it makes not to feel packed in! Flight attendants were efficient, beverage and snacks were served, pilots kept us informed, the aircraft was tidy, and the plane departed and arrived on time! What more could one ask for? The connecting flight from Minneapolis to Fargo was on a smaller plane and there was no inflight service. Again, there were empty seats which made boarding and disembarking quick and no hassles with stashing the oversized winter jackets we have on at this time of the year in that part of the country. It too was on time -- its departure gate was at another end of the sprawling airport at Minneapolis which necessitated quite a hike but connecting time was ample. Good job, Delta! Keep it up.",4.33,good,Economy Class,Solo Leisure,United States,3,Flight Delays & Scheduling,0.5753475014202576,0.8135,Positive,0.0,,0.0,,,,,
2c40fd2fa25b10c070aef416c84dca84,"Boston to Los Angeles. The plane is old. Seats are normal, but not direct access. The food is average for a long flight. Service would have liked the best. The stewards are polite, but no more.",3.0,medium,First Class,Solo Leisure,Russian Federation,6,Check-in & Boarding,0.9452673837061871,0.8271,Positive,,,,,,,,
2df8e162c22e5f48a4dbb851678618f2,"Kahului to Los Angeles. Be warned, you will be placed in standby if your tickets are not priority. You will also be seated separately from your group no matter how early you book your flight. They will overbook flights frequently and screw passengers over due to their greediness and lack of organization.",2.43,medium,Economy Class,Couple Leisure,United States,0,Luggage & Baggage,0.4949826832463921,-0.7632,Negative,0.006,0.0,,,,,,
3f28dab0ed818672c5f4390efeec2413,"I am an American in China. I phoned Delta 800 221 1212...on hold for 1 hour and 41 minutes. Made reservation to fly home...DL 6431 connecting to DL 186. Quoted price was $557.00 for a one way ticket. I wanted to talk to the skymiles guys to see if I could upgrade to Comfort + using my points. The reservation agent said she would give me until 11 pm the next day to pay for the ticket and would switch me to the skymiles guy and I could either pay for the ticket with my credit card while talking to him and find out if I could use my points to upgrade at the same time. Transferred me, spent another hour on hold, finally got a guy and in the middle of our conversation we got cut off. Got a confirmation email from Delta, but when I tried to pay for the ticket online it could not find the reservation. Called Delta again, again on hold for well over an hour. When I did get through I was told that the ticket price was no longer what I was quoted but had increased to $811.00. I was well within the grace period for purchasing the ticket. I was not told by the first agent that the price was subject to an increase. Talked to a supervisor who said there was nothing he could do, so I paid the difference. This is bait and switch.",2.25,medium,Premium Economy,Solo Leisure,United States,0,Luggage & Baggage,0.5030927041681894,0.8957,Positive,,,,,,,,
42697751dc109bfe5b5693a2f531ab38,"Flying Delta was a great experience, as the cabin was modern, power was provided, and personal entertainment screens were provided even on this domestic configured aircraft. Delta also gave us more free snacks and drinks than most US carriers, and the entertainment system had a large amount of content. PDX is a great airport, and so is MSP Terminal 1. Great experience in bringing me back to a frozen, wintry Minnesota.",4.0,good,Economy Class,Solo Leisure,United States,3,Flight Delays & Scheduling,0.9742552257221425,0.9701,Positive,,,0.255,,0.0,,,
42a86801bcaba8f2120fffefcdb0986e,I booked an unaccompanied minor ticket back when covid first started. So well over 6 months ago. The flight got changed to a later departure time which put arrival time into JAX pretty late. Delta switched my child's ticket to SAV airport for the person picking her up at no charge. So less travel time for my child and less drive time. The man I spoke with was very kind and prompt. I have read bad reviews on them but my experience was great and I will continue to give Delta my business. Thank you for switching her arrival airport.,4.0,good,Economy Class,Solo Leisure,United States,3,Flight Delays & Scheduling,0.6664395722769296,0.9075,Positive,,,,,,,0.247,
4451acdcd45eed9afe6c7af3d2ca9201,First call to customer service to get precheck added to ticket - 50 min and they disconnect me. 2nd call - 2.3 hours and again disconnected me. Both done evening before today. 3rd call at 6 am day of flight 58 min and they disconnected me again! I will never fly Delta again. Just wow. 3 times! How can you say customer service is a priority or even a concern with this business practices.,1.0,bad,Premium Economy,Business,United States,3,Flight Delays & Scheduling,0.5166950760021835,0.658,Positive,,,,,,,,
4762cc460958c3d53e53d5ad007da320,"New York to Atlanta. The plane after a complete renovation! Great new interior. First class suite. Impressive for a short flight. Food is basic for such a flight, but it does not interfere",4.0,good,First Class,Solo Leisure,Russian Federation,6,Check-in & Boarding,0.6232339038504723,0.6114,Positive,,,,,,,,
4a49ce576e507893a282592960b51f49,"On Wednesday, October 1, 2020 I arrived at LGA. Flight DL 1030, I checked my Delta App and in it Terminal C was listed. I arrived at Terminal C at 0630, I was then told by a Delta employee that I was at the wrong Terminal, they stated I had to walk, to go down stairs and walk to terminal D. So I struggled with my luggage and made it to terminal D at 0645. As I checked the flight board I did not see my flight so I went into Delta Sky and asked for assistance. The young lady scanned my app and told me I was in the wrong terminal, she stated that I had to go to gate #6 and take a shuttle bus to Gate C. So now I walk to gate #6 arriving at 0655. I waited for the shuttle bus for 10 minutes finally arriving back where I started at 0715. At this point I was clearly frustrated with the poor communication and efficiency of your employees. I asked to speak to a supervisor, again I had to wait 15 minutes. I explain my morning to her and her response was “Oh well these things happen”. I worked for the MTA NYCT and if one of my employees made this statement to one of our customers who was just put thru this, I would discipline them on the spot. What a disgraceful set of circumstances. I usually fly Jet Blue, but my wife suggested trying Delta again for a change. Well after today I will never fly Delta again.",1.86,bad,Economy Class,Business,United States,5,WiFi & Entertainment,0.4946835840641171,-0.3376,Negative,,,,,,,,
4e07b7af36a20256cab27e37bbfdf253,"New York JFK to Salt Lake City. Overall a great experience with Delta Air Lines on their A220-100 aircraft. We were actually allowed 1 free checked bag per person allowing us to put all of our baggage into the hold and simply ignore the overhead bins. We actually departed five minutes ahead of schedule as the boarding process went very smoothly. This was the first time I ever had a flight depart ahead of schedule and I have to say it worked out very well. The seating was amazing and the seats all had massive padded headrests which were also adjustable, something very rare on such a small narrowbody aircraft. The food was also amazing and Delta have a wide variety of complimentary snacks and beverages, but I also got their protein box -s easily worth the $9 I paid for it. The only thing holding this back from a 10/10 was that the in-flight entertainment system on my plane wasn't working, but an issue like this is quite rare. We just got unlucky, but I didn't mind it all that much as I slept for most of the flight. Overall, this flight was well worth waking up at 2:30 A.M, as this was easily the best domestic flight I have ever flown on (even with the nonfunctional IFE.)",4.57,good,Economy Class,Family Leisure,United States,3,Flight Delays & Scheduling,0.9903542624510693,0.9847,Positive,0.0,,,,,,,
51b2d755a90c38573e306f9850552d33,"Atlanta to Miami. We arrived at the airport about an hour before our flight and the first representative sent us to another, full-service counter. By the time we were assisted at the ""correct"" ticket counter, the flight was scheduled to depart in 40 minutes. Instead of Delta making an exception for the 5 minutes we were late to check in our bags (apparently you have to arrive no later than 45 minutes before the departure time), they told me there was nothing they could do and that if I wanted to transfer my ticket, it was going to cost $618 per person (x3), or I could just buy three new tickets for the next flight (4 hours later) for $488 per person,  which included my significant other and my 4 year old.  Delta made ZERO attempt to assist my family in getting home, getting our bags to the plane, or even the next flight would have been fine, and gave us a choice: You either cough up at least $1,500 or we are out of luck. We had to spend $600 in renting a car, staying at a hotel, gas and purchasing meals to drive from Atlanta to Miami for 10+ hours of driving time. This was a power play on behalf of Delta and I will take this into consideration when booking my next flight. ALL Delta cares about is money.",1.0,bad,Economy Class,Family Leisure,United States,5,WiFi & Entertainment,0.5268454578184781,0.8316,Positive,,,,,,0.0,-0.148,
